ISS.UTCGregorian           ISS.EarthMJ2000Eq.X       ISS.EarthMJ2000Eq.Y       ISS.EarthMJ2000Eq.Z       debris.UTCGregorian        debris.EarthMJ2000Eq.X    debris.EarthMJ2000Eq.Y    debris.EarthMJ2000Eq.Z    debris2.UTCGregorian       debris2.EarthMJ2000Eq.X   debris2.EarthMJ2000Eq.Y   debris2.EarthMJ2000Eq.Z   
29 Nov 2024 02:32:33.409   3658.801968932747         -5716.470969693068        134.2318898123593         29 Nov 2024 02:32:33.409   -5014.708021812452        -1370.192578713549        6996.624889588374         29 Nov 2024 02:32:33.409   9989.099644215199         -11967.12934628629        -315.4134953455715        
29 Nov 2024 02:34:04.675   4010.907960120264         -5461.409619126439        -413.8947492763257        29 Nov 2024 02:34:04.675   -4738.455960270446        -1860.67157982342         7097.844092029013         29 Nov 2024 02:34:04.675   10115.14609621157         -11716.72050363778        -592.7573994016742        
29 Nov 2024 02:35:35.943   4320.435718843021         -5148.349926719283        -957.6320257664478        29 Nov 2024 02:35:35.943   -4438.637591913936        -2341.918170584354        7163.720356391005         29 Nov 2024 02:35:35.943   10232.1574147742          -11455.83469850909        -869.5792512814952        
29 Nov 2024 02:37:07.220   4584.118071786511         -4780.599603971625        -1491.221576512607        29 Nov 2024 02:37:07.220   -4116.814457601296        -2811.613224028533        7194.071424473203         29 Nov 2024 02:37:07.220   10339.84453027241         -11184.47595470999        -1145.631194524439        
29 Nov 2024 02:38:38.510   4799.165799660427         -4362.046035402122        -2009.004487368424        29 Nov 2024 02:38:38.510   -3774.601431824309        -3267.474207637649        7188.808766436349         29 Nov 2024 02:38:38.510   10437.90537284063         -10902.65485501873        -1420.649878707562        
29 Nov 2024 02:40:09.816   4963.304644994747         -3897.10246977049         -2505.498061097609        29 Nov 2024 02:40:09.816   -3413.658354273631        -3707.26592704867         7147.937101634036         29 Nov 2024 02:40:09.816   10526.02774580301         -10610.38005066205        -1694.364675345292        
29 Nov 2024 02:41:41.145   5074.790829555342         -3390.674517806817        -2975.435820104354        29 Nov 2024 02:41:41.145   -3035.704362274311        -4128.781183192218        7071.554403785105         29 Nov 2024 02:41:41.145   10603.88534513894         -10307.66811401789        -1966.487593740067        
29 Nov 2024 02:43:12.498   5132.431965808119         -2848.113557484928        -3413.822292153586        29 Nov 2024 02:43:12.498   -2642.524664727265        -4529.836973687362        6959.856508155095         29 Nov 2024 02:43:12.498   10671.13755659731         -9994.54630731543         -2236.7112222398          
29 Nov 2024 02:44:43.879   5135.603106401526         -2275.155836542213        -3815.992621148357        29 Nov 2024 02:44:43.879   -2235.971175923058        -4908.278368436187        6813.141192749579         29 Nov 2024 02:44:43.879   10727.43036432106         -9671.050348121153        -2504.711018432244        
29 Nov 2024 02:46:15.288   5084.25349010174          -1677.860652993187        -4177.663003709651        29 Nov 2024 02:46:15.288   -1817.966519307662        -5261.978590377621        6631.812912539198         29 Nov 2024 02:46:15.288   10772.39608549535         -9337.224785255255        -2770.144826608288        
29 Nov 2024 02:47:46.728   4978.908839600375         -1062.556984684397        -4494.970536369318        29 Nov 2024 02:47:46.728   -1390.516613391831        -5588.833707244656        6416.392872725052         29 Nov 2024 02:47:46.728   10805.65237763293         -8993.130126850387        -3032.647180605342        
29 Nov 2024 02:49:18.197   4820.668031113725         -435.7719729508925        -4764.519738072791        29 Nov 2024 02:49:18.197   -955.7127011050751        -5886.768992573764        6167.526882515751         29 Nov 2024 02:49:18.197   10826.80286136142         -8638.841690921496        -3291.830612352469        
29 Nov 2024 02:50:49.695   4611.194179346831         195.8342570538015         -4983.418747042209        29 Nov 2024 02:50:49.695   -515.7396237907515        -6153.741517397334        5885.997225533876         29 Nov 2024 02:50:49.695   10835.43707661311         -8274.453729450841        -3547.282804176273        
29 Nov 2024 02:52:21.221   4352.690916152881         825.5588210619401         -5149.317312746845        29 Nov 2024 02:52:21.221   -72.86754039357891        -6387.753827933105        5572.724837005489         29 Nov 2024 02:52:21.221   10831.1305508942          -7900.070039837465        -3798.573037444736        
29 Nov 2024 02:53:52.771   4047.896661373968         1446.684485120212         -5260.420683159989        29 Nov 2024 02:53:52.771   370.5127943213052         -6586.845208385622        5228.802815063069         29 Nov 2024 02:53:52.771   10813.44487028063         -7515.831628501913        -4045.233412210644        
29 Nov 2024 02:55:24.343   3700.042223787094         2052.592957560625         -5315.523891022279        29 Nov 2024 02:55:24.343   811.9144575110778         -6749.119228010673        4855.491778761495         29 Nov 2024 02:55:24.343   10781.92827119671         -7121.895361352177        -4286.773884014762        
29 Nov 2024 02:56:55.934   3312.820603160456         2636.823353016056         -5314.020689400244        29 Nov 2024 02:56:55.934   1248.742053986531         -6872.750874909329        4454.240348580269         29 Nov 2024 02:56:55.934   10736.11548137515         -6718.443905333922        -4522.675355973703        
29 Nov 2024 02:58:27.538   2890.353397463117         3193.135285501888         -5255.912089329088        29 Nov 2024 02:58:27.538   1678.284248089288         -6956.001642926689        4026.706855716465         29 Nov 2024 02:58:27.538   10675.5288081196          -6305.693823707686        -4752.385085020514        
29 Nov 2024 02:59:59.153   2437.134830572315         3715.593801161761         -5141.806465128802        29 Nov 2024 02:59:59.153   2097.726302516967         -6997.241999069052        3574.764155994604         29 Nov 2024 02:59:59.153   10599.67696373915         -5883.886601774581        -4975.321793357137        
29 Nov 2024 03:01:30.773   1958.001179180903         4198.612017265736         -4972.916951944519        29 Nov 2024 03:01:30.773   2504.134397630273         -6994.971668146786        3100.535362055531         29 Nov 2024 03:01:30.773   10508.05834225359         -5453.309304918644        -5190.864374215635        
29 Nov 2024 03:03:02.396   1458.053825008486         4637.039649608966         -4751.041857096536        29 Nov 2024 03:03:02.396   2894.482534250393         -6947.848244264702        2606.387256406712         29 Nov 2024 03:03:02.396   10400.1573879839          -5014.275634386056        -5398.361708913955        
29 Nov 2024 03:04:34.017   942.6251279815424         5026.195753051673         -4478.551342909388        29 Nov 2024 03:04:34.017   3265.641286302419         -6854.71726941344         2094.969299787193         29 Nov 2024 03:04:34.017   10275.44919219388         -4567.149845932473        -5597.120270190673        
29 Nov 2024 03:06:05.634   417.2085447614944         5361.93147370098          -4158.357272590416        29 Nov 2024 03:06:05.634   3614.399987937722         -6714.648068792938        1569.218735620667         29 Nov 2024 03:06:05.634   10133.39829603338         -4112.340858582106        -5786.407113155523        
29 Nov 2024 03:07:37.243   -112.5956788799381        5640.670088293601         -3793.883633213114        29 Nov 2024 03:07:37.243   3937.479726156235         -6526.975164882827        1032.381170610057         29 Nov 2024 03:07:37.243   9973.461372465905         -3650.312588726003        -5965.445105046132        
29 Nov 2024 03:09:08.841   -641.1456488693839        5859.447818042964         -3389.026050705516        29 Nov 2024 03:09:08.841   4231.559555056965         -6291.342774868297        488.0184301375714         29 Nov 2024 03:09:08.841   9795.087958845934         -3181.586427124841        -6133.411852286912        
29 Nov 2024 03:10:40.429   -1162.820052129725        6015.943942191662         -2948.106904675653        29 Nov 2024 03:10:40.429   4493.307079333565         -6007.753485391377        -59.98509087032274        29 Nov 2024 03:10:40.429   9597.722117717502         -2706.747063830038        -6289.437133978588        
29 Nov 2024 03:12:12.004   -1672.067868469007        6108.501206677241         -2475.836863604322        29 Nov 2024 03:12:12.004   4719.411964056872         -5676.628514401713        -607.4095447967964        29 Nov 2024 03:12:12.004   9380.809776617505         -2226.460291425069        -6432.596992653567        
29 Nov 2024 03:13:43.566   -2163.47821771            6136.146523557004         -1977.255385496734        29 Nov 2024 03:13:43.566   4906.640245145536         -5298.860636406372        -1149.717271822567        29 Nov 2024 03:13:43.566   9143.799587411244         -1741.472881017681        -6561.914538529346        
29 Nov 2024 03:15:15.116   -2631.839034727424        6098.597629564295         -1457.673216455345        29 Nov 2024 03:15:15.116   5051.892357417418         -4875.869986852836        -1682.072340827111        29 Nov 2024 03:15:15.116   8886.147020955148         -1252.620952135994        -6676.35771216779         
29 Nov 2024 03:16:46.654   -3072.180325105245        5996.264556017709         -922.6275197498856        29 Nov 2024 03:16:46.654   5152.268303175338         -4409.671252068032        -2199.358677484499        29 Nov 2024 03:16:46.654   8607.327554629701         -760.8532557817005        -6774.83460122395         
29 Nov 2024 03:18:18.181   -3479.833698846042        5830.24549537753          -377.8159514813175        29 Nov 2024 03:18:18.181   5205.150827912501         -3902.92196735482         -2696.235452129853        29 Nov 2024 03:18:18.181   8306.842933118633         -267.2370874218907        -6856.194713741271        
29 Nov 2024 03:19:49.699   -3850.484219097023        5602.31135411537          170.9690286955783         29 Nov 2024 03:19:49.699   5208.293876881353         -3358.960834780855        -3167.20728982873         29 Nov 2024 03:19:49.699   7984.229613460866         227.0323737461498         -6919.229771218681        
29 Nov 2024 03:21:21.212   -4180.212823850728        5314.883451232814         717.9006729892657         29 Nov 2024 03:21:21.212   5159.9154493461           -2781.835993616319        -3606.708347649817        29 Nov 2024 03:21:21.212   7639.072277622051         720.6166580363044         -6962.674668606077        
29 Nov 2024 03:22:52.722   -4465.529343388636        4971.012472055681         1257.167679082898         29 Nov 2024 03:22:52.722   5058.795738459084         -2176.325816906621        -4009.199093367757        29 Nov 2024 03:22:52.722   7271.027715277854         1212.008463765647         -6985.210329806705        
29 Nov 2024 03:24:24.229   -4703.40834568409         4574.354285382119         1783.029080688068         29 Nov 2024 03:24:24.229   4904.377614918113         -1547.931840745977        -4369.28988738594         29 Nov 2024 03:24:24.229   6879.851533247844         1699.51036179507          -6985.471857831556        
29 Nov 2024 03:25:54.875   -4889.806322589056        4133.512479628677         2285.240120538082         29 Nov 2024 03:25:54.875   4699.043787071908         -908.9249355057328        -4679.198708923746        29 Nov 2024 03:25:54.875   6469.409796971613         2176.747406287857         -6962.394762397574        
29 Nov 2024 03:27:24.361   -5023.839588711239        3656.045486572551         2757.613854999481         29 Nov 2024 03:27:24.361   4446.169447049142         -268.3951068727935        -4935.033896855828        29 Nov 2024 03:27:24.361   6041.841083140896         2640.327049833628         -6915.480822043832        
29 Nov 2024 03:28:52.844   -5106.209953475711        3147.404766974553         3197.097831294699         29 Nov 2024 03:28:52.844   4148.818084724081         367.8180193998434         -5135.33578066999         29 Nov 2024 03:28:52.844   5597.367937344884         3089.215840473987         -6844.213518443566        
29 Nov 2024 03:30:20.510   -5137.826027934964        2612.626875028562         3601.146985993159         29 Nov 2024 03:30:20.510   3810.228707837794         994.2663422683448         -5279.18795822729         29 Nov 2024 03:30:20.510   5136.070395619458         3522.394891845872         -6747.965377040116        
29 Nov 2024 03:31:47.562   -5119.678351833101        2056.389388160112         3967.553021527327         29 Nov 2024 03:31:47.562   3433.764564721471         1605.833094181761         -5366.105986873795        29 Nov 2024 03:31:47.562   4657.940430949529         3938.760501892776         -6625.976469692136        
29 Nov 2024 03:33:14.204   -5052.773170343369        1483.146206926014         4294.280623721268         29 Nov 2024 03:33:14.204   3022.929046149476         2197.623043300545         -5395.961635564721        29 Nov 2024 03:33:14.204   4162.985486021884         4337.007045625989         -6477.362498355391        
29 Nov 2024 03:33:43.467   -5019.268323490932        1286.073760640268         4395.5157237284           29 Nov 2024 03:33:43.467   2876.757255092513         2392.571752004125         -5393.169370018919        29 Nov 2024 03:33:43.467   3991.693240583676         4467.403922383198         -6420.869341868037        
